scheme_code,scheme_name,fund_house,category
128051,HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,HDFC Credit Risk Debt,Debt
133148,HDFC Credit Risk Debt Fund - IDCW Option,HDFC Credit Risk Debt,Debt
133147,HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan,HDFC Credit Risk Debt,Debt
128050,HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan,HDFC Credit Risk Debt,Debt
151047,HSBC Credit Risk Fund - Direct Annual IDCW,HSBC Credit Risk Fund,Other
151045,HSBC Credit Risk Fund - Direct Growth,HSBC Credit Risk Fund,Other
151044,HSBC Credit Risk Fund - Direct IDCW,HSBC Credit Risk Fund,Other
151046,HSBC Credit Risk Fund - Regular Annual IDCW,HSBC Credit Risk Fund,Other
151043,HSBC Credit Risk Fund - Regular Growth,HSBC Credit Risk Fund,Other
151041,HSBC Credit Risk Fund- Regular Plan - Bonus,HSBC Credit Risk Fund-,Other
134342,ICICI Prudential Credit Risk Fund - Annual IDCW,ICICI Prudential Credit Risk,Other
130943,ICICI Prudential Credit Risk Fund - Bonus,ICICI Prudential Credit Risk,Other
134341,ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW,ICICI Prudential Credit Risk,Other
120711,ICICI Prudential Credit Risk Fund - Direct Plan - Growth,ICICI Prudential Credit Risk,Other
120710,ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW,ICICI Prudential Credit Risk,Other
130725,Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),Invesco India Credit Risk,Other
130722,Invesco India Credit Risk Fund - Direct Plan - Growth,Invesco India Credit Risk,Other
130724,Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Invesco India Credit Risk,Other
130726,Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),Invesco India Credit Risk,Other
130721,Invesco India Credit Risk Fund - Regular Plan - Growth,Invesco India Credit Risk,Other
119740,Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,Kotak Credit Risk Fund,Other
117716,Kotak Credit Risk Fund - Growth,Kotak Credit Risk Fund,Other
119741,Kotak Credit Risk Fund - Growth - Direct,Kotak Credit Risk Fund,Other
117715,Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option,Kotak Credit Risk Fund,Other
112938,Nippon India Credit Risk Fund  - Growth Plan,Nippon India Credit Risk,Other
112939,Nippon India Credit Risk Fund  - Institutional Growth Plan,Nippon India Credit Risk,Other
148262,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,NIPPON INDIA CREDIT RISK,Other
148264,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,NIPPON INDIA CREDIT RISK,Other
148263,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,NIPPON INDIA CREDIT RISK,Other
148260,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,NIPPON INDIA CREDIT RISK,Other
118780,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,Nippon India Credit Risk,Other
132873,NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,NIPPON INDIA CREDIT RISK,Other
148101,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,Nippon India Credit Risk,Other
148094,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan,Nippon India Credit Risk,Other
119792,SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),SBI Credit Risk Fund,Other
119793,SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Credit Risk Fund,Other
119798,SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,SBI CREDIT RISK FUND,Other
118211,SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),SBI Credit Risk Fund,Other
102505,SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,SBI CREDIT RISK FUND,Other
102506,SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Credit Risk Fund,Other
148239,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option,UTI - Credit Risk,Other
148241,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option,UTI - Credit Risk,Other
148242,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option,UTI - Credit Risk,Other
148238,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option,UTI - Credit Risk,Other
148240,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option,UTI - Credit Risk,Other
148156,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW,UTI Credit Risk Fund,Other
148151,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW,UTI Credit Risk Fund,Other
148145,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW,UTI Credit Risk Fund,Other
148154,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW,UTI Credit Risk Fund,Other
148150,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW,UTI Credit Risk Fund,Other
122612,360 ONE Dynamic Bond Fund - Regular Plan - Growth Option,360 ONE Dynamic Bond,Other
122715,360 ONE Dynamic Bond Fund Direct Plan Growth,360 ONE Dynamic Bond,Other
122721,360 ONE Dynamic Bond Fund Direct Plan Monthly Dividend,360 ONE Dynamic Bond,Other
122717,360 ONE Dynamic Bond Fund Direct Plan Quarterly Dividend,360 ONE Dynamic Bond,Other
122711,360 ONE Dynamic Bond Fund Regular Plan Bonus,360 ONE Dynamic Bond,Other
120451,Axis Dynamic Bond Fund - Direct Plan - Growth Option,Axis Dynamic Bond Fund,Other
120450,Axis Dynamic Bond Fund - Direct Plan - Half Yearly IDCW,Axis Dynamic Bond Fund,Other
120452,Axis Dynamic Bond Fund - Direct Plan - Quarterly IDCW,Axis Dynamic Bond Fund,Other
115068,Axis Dynamic Bond Fund - Regular Plan - Growth Option,Axis Dynamic Bond Fund,Other
115131,Axis Dynamic Bond Fund - Regular Plan - Half Yearly IDCW,Axis Dynamic Bond Fund,Other
108561,BANDHAN Dynamic Bond Fund - Regular Plan B - Quarterly IDCW,BANDHAN Dynamic Bond Fund,Other
108675,BANDHAN Dynamic Bond Fund - Regular Plan B - Annual IDCW,BANDHAN Dynamic Bond Fund,Other
111524,BANDHAN Dynamic Bond Fund - Regular Plan B - Growth,BANDHAN Dynamic Bond Fund,Other
122868,BANDHAN Dynamic Bond Fund - Regular Plan B - Half Yearly IDCW,BANDHAN Dynamic Bond Fund,Other
111523,BANDHAN Dynamic Bond Fund - Regular Plan B - IDCW,BANDHAN Dynamic Bond Fund,Other
118415,BANDHAN Dynamic Bond Fund-Direct Plan-Annual IDCW,BANDHAN Dynamic Bond Fund-Direct,Other
118416,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,BANDHAN Dynamic Bond Fund-Direct,Other
122618,BANDHAN Dynamic Bond Fund-Direct Plan-Half Yearly IDCW,BANDHAN Dynamic Bond Fund-Direct,Other
118417,BANDHAN Dynamic Bond Fund-Direct Plan-IDCW,BANDHAN Dynamic Bond Fund-Direct,Other
131396,BANDHAN Dynamic Bond Fund-Direct Plan-Periodic IDCW,BANDHAN Dynamic Bond Fund-Direct,Other
150179,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Daily IDCW Option,Baroda BNP Paribas Dynamic,Other
150180,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Growth Option,Baroda BNP Paribas Dynamic,Other
150181,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Half Yearly IDCW Option,Baroda BNP Paribas Dynamic,Other
150182,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Monthly IDCW Option,Baroda BNP Paribas Dynamic,Other
150183,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Quarterly IDCW Option,Baroda BNP Paribas Dynamic,Other
118284,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,CANARA ROBECO DYNAMIC BOND,Other
118283,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),CANARA ROBECO DYNAMIC BOND,Other
111962,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - GROWTH OPTION,CANARA ROBECO DYNAMIC BOND,Other
111963,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),CANARA ROBECO DYNAMIC BOND,Other
119239,DSP Strategic Bond Fund - Direct Plan - Growth,DSP Strategic Bond Fund,Other
119238,DSP Strategic Bond Fund - Direct Plan - IDCW,DSP Strategic Bond Fund,Other
119240,DSP Strategic Bond Fund - Direct Plan - IDCW - Daily,DSP Strategic Bond Fund,Other
119236,DSP Strategic Bond Fund - Direct Plan - IDCW - Monthly,DSP Strategic Bond Fund,Other
119237,DSP Strategic Bond Fund - Direct Plan - IDCW - Weekly,DSP Strategic Bond Fund,Other
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,Franklin India Dynamic Accrual,Other
118496,Franklin India Dynamic Accrual Fund - Direct - IDCW ,Franklin India Dynamic Accrual,Other
100498,Franklin India Dynamic Accrual Fund - IDCW ,Franklin India Dynamic Accrual,Other
148308,Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Growth Plan,Franklin India Dynamic Accrual,Other
148307,Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,Franklin India Dynamic Accrual,Other
145589,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund) - Direct Plan - Growth option,Groww Dynamic Term Fund,Other
145590,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund) - Regular Plan - Growth option,Groww Dynamic Term Fund,Other
145596,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),Groww Dynamic Term Fund,Other
145595,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Groww Dynamic Term Fund,Other
145591,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Groww Dynamic Term Fund,Other
101872,HDFC Dynamic Debt Fund - Growth Option,HDFC Dynamic Debt Fund,Debt
119075,HDFC Dynamic Debt Fund - Growth Option - Direct Plan,HDFC Dynamic Debt Fund,Debt
119072,HDFC Dynamic Debt Fund - Half Yearly IDCW - Direct Plan,HDFC Dynamic Debt Fund,Debt
101874,HDFC Dynamic Debt Fund - Half Yearly IDCW Option,HDFC Dynamic Debt Fund,Debt
133369,HDFC Dynamic Debt Fund - Normal IDCW - Direct Plan,HDFC Dynamic Debt Fund,Debt
151088,HSBC Dynamic Bond Fund - Direct Annual IDCW,HSBC Dynamic Bond Fund,Other
151087,HSBC Dynamic Bond Fund - Direct Growth,HSBC Dynamic Bond Fund,Other
151086,HSBC Dynamic Bond Fund - Direct Monthly IDCW,HSBC Dynamic Bond Fund,Other
151089,HSBC Dynamic Bond Fund - Regular Annual IDCW,HSBC Dynamic Bond Fund,Other
151084,HSBC Dynamic Bond Fund - Regular Growth,HSBC Dynamic Bond Fund,Other
113218,ICICI Prudential All Seasons Bond Fund - Annual IDCW,ICICI Prudential All Seasons,Other
130937,ICICI Prudential All Seasons Bond Fund - Bonus,ICICI Prudential All Seasons,Other
120601,ICICI Prudential All Seasons Bond Fund - Direct Plan - Annual IDCW,ICICI Prudential All Seasons,Other
120603,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth,ICICI Prudential All Seasons,Other
120600,ICICI Prudential All Seasons Bond Fund - Direct Plan - IDCW,ICICI Prudential All Seasons,Other
149030,ITI Dynamic Bond Fund - Direct Plan - Annually IDCW Option,ITI Dynamic Bond Fund,Other
149029,ITI Dynamic Bond Fund - Direct Plan - Growth Option,ITI Dynamic Bond Fund,Other
149028,ITI Dynamic Bond Fund - Direct Plan - Half Yearly IDCW Option,ITI Dynamic Bond Fund,Other
149023,ITI Dynamic Bond Fund - Direct Plan - Monthly IDCWOption,ITI Dynamic Bond Fund,Other
149025,ITI Dynamic Bond Fund - Direct Plan - Quarterly IDCW Option,ITI Dynamic Bond Fund,Other
120432,JM Dynamic Bond Fund (Direct) - Daily IDCW,JM Dynamic Bond Fund,Other
120434,JM Dynamic Bond Fund (Direct) - IDCW,JM Dynamic Bond Fund,Other
133414,JM Dynamic Bond Fund (Direct) - Monthly IDCW,JM Dynamic Bond Fund,Other
120433,JM Dynamic Bond Fund (Direct) - Weekly IDCW,JM Dynamic Bond Fund,Other
122323,JM Dynamic Bond Fund (Regular) - Bonus Option - Principal Units,JM Dynamic Bond Fund,Other
119753,Kotak Dynamic Bond Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,Kotak Dynamic Bond Fund,Other
119755,Kotak Dynamic Bond Fund - Growth - Direct,Kotak Dynamic Bond Fund,Other
117998,Kotak Dynamic Bond Fund Regular Plan - Standard Income Distribution cum capital withdrawal option,Kotak Dynamic Bond Fund,Other
108511,Kotak Dynamic Bond Fund Regular Plan Growth,Kotak Dynamic Bond Fund,Other
144403,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Growth,Mahindra Manulife Dynamic Bond,Other
144406,Mahindra Manulife Dynamic Bond Fund - Direct Plan - IDCW,Mahindra Manulife Dynamic Bond,Other
144404,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Quarterly IDCW,Mahindra Manulife Dynamic Bond,Other
144401,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Growth,Mahindra Manulife Dynamic Bond,Other
144405,Mahindra Manulife Dynamic Bond Fund - Regular Plan - IDCW,Mahindra Manulife Dynamic Bond,Other
140769,Mirae Asset Dynamic Bond Fund -Direct Plan -Growth,Mirae Asset Dynamic Bond,Other
140770,Mirae Asset Dynamic Bond Fund Direct IDCW,Mirae Asset Dynamic Bond,Other
140772,Mirae Asset Dynamic Bond Fund Regular IDCW,Mirae Asset Dynamic Bond,Other
140771,Mirae Asset Dynamic Bond Fund-Regular Plan Growth,Mirae Asset Dynamic Bond,Other
118750,NIPPON INDIA DYNAMIC BOND FUND - Direct Plan - IDCW Option,NIPPON INDIA DYNAMIC BOND,Other
118749,NIPPON INDIA DYNAMIC BOND FUND - Direct Plan - QUARTERLY IDCW Option,NIPPON INDIA DYNAMIC BOND,Other
118747,Nippon India Dynamic Bond Fund - Direct Plan Growth Plan - Growth Option,Nippon India Dynamic Bond,Other
102851,NIPPON INDIA DYNAMIC BOND FUND - IDCW Option,NIPPON INDIA DYNAMIC BOND,Other
117974,NIPPON INDIA DYNAMIC BOND FUND - QUARTERLY IDCW Option,NIPPON INDIA DYNAMIC BOND,Other
102849,Nippon India Dynamic Bond Fund-Growth Plan-Growth Option,Nippon India Dynamic Bond,Other
120084,PGIM India Dynamic Bond Fund - Direct Plan-Growth Option,PGIM India Dynamic Bond,Other
120085,PGIM India Dynamic Bond Fund - Direct Plan-Monthly Dividend Option,PGIM India Dynamic Bond,Other
120086,PGIM India Dynamic Bond Fund - Direct Plan-Quarterly Dividend Option,PGIM India Dynamic Bond,Other
116483,PGIM India Dynamic Bond Fund - Dividend Option - Monthly,PGIM India Dynamic Bond,Other
116484,PGIM India Dynamic Bond Fund - Dividend Option - Quarterly,PGIM India Dynamic Bond,Other
134494,Quantum Dynamic Bond Fund - Direct Plan Growth Option,Quantum Dynamic Bond Fund,Other
134493,Quantum Dynamic Bond Fund - Direct Plan Monthly IDCW,Quantum Dynamic Bond Fund,Other
141061,Quantum Dynamic Bond Fund - Regular Plan Growth Option,Quantum Dynamic Bond Fund,Other
141060,Quantum Dynamic Bond Fund - Regular Plan Monthly IDCW,Quantum Dynamic Bond Fund,Other
119671,SBI Dynamic Bond Fund - DIRECT PLAN - Growth,SBI Dynamic Bond Fund,Other
119670,SBI Dynamic Bond Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Dynamic Bond Fund,Other
102205,SBI Dynamic Bond Fund - REGULAR PLAN - Growth,SBI Dynamic Bond Fund,Other
102206,SBI Dynamic Bond Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Dynamic Bond Fund,Other
119097,Tata Dynamic Bond Fund- Direct Plan-Growth Option,Tata Dynamic Bond Fund-,Other
101909,Tata Dynamic Bond Fund- Regular Plan - Growth Option,Tata Dynamic Bond Fund-,Other
101224,Tata Dynamic Bond Fund- Regular Plan - Payout of IDCW Option,Tata Dynamic Bond Fund-,Other
119098,Tata Dynamic Bond- Direct Plan - Payout of IDCW Option,Tata Dynamic Bond- Direct,Other
119311,Union Dynamic Bond Fund - Direct Plan - Growth Option,Union Dynamic Bond Fund,Other
119310,Union Dynamic Bond Fund - Direct Plan - IDCW Option,Union Dynamic Bond Fund,Other
116555,Union Dynamic Bond Fund - Growth Option,Union Dynamic Bond Fund,Other
116556,Union Dynamic Bond Fund - IDCW Option,Union Dynamic Bond Fund,Other
148118,UTI - Dynamic Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,UTI - Dynamic Bond,Other
148117,UTI - Dynamic Bond Fund (Segregated - 17022020) - Regular Plan - Growth Option,UTI - Dynamic Bond,Other
148125,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW,UTI Dynamic Bond Fund,Other
148124,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW,UTI Dynamic Bond Fund,Other
148120,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW,UTI Dynamic Bond Fund,Other
148121,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW,UTI Dynamic Bond Fund,Other
148122,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW,UTI Dynamic Bond Fund,Other
149055,Axis Floater Fund - Direct Plan - Annual IDCW,Axis Floater Fund -,Other
149050,Axis Floater Fund - Direct Plan - Daily IDCW,Axis Floater Fund -,Other
149049,Axis Floater Fund - Direct Plan - Growth,Axis Floater Fund -,Other
149051,Axis Floater Fund - Direct Plan - Monthly IDCW,Axis Floater Fund -,Other
149052,Axis Floater Fund - Direct Plan - Quarterly IDCW,Axis Floater Fund -,Other
148714,BANDHAN FLOATER FUND  - DIRECT PLAN DAILY IDCW,BANDHAN FLOATER FUND -,Other
148711,BANDHAN FLOATER FUND  - DIRECT PLAN GROWTH,BANDHAN FLOATER FUND -,Other
148713,BANDHAN FLOATER FUND  - DIRECT PLAN MONTHLY IDCW,BANDHAN FLOATER FUND -,Other
148715,BANDHAN FLOATER FUND  - DIRECT PLAN PERIODIC IDCW,BANDHAN FLOATER FUND -,Other
148712,BANDHAN FLOATER FUND  - DIRECT PLAN QUARTERLY IDCW,BANDHAN FLOATER FUND -,Other
148717,BANDHAN FLOATER FUND- DIRECT PLAN ANNUAL IDCW,BANDHAN FLOATER FUND- DIRECT,Other
148771,DSP Floater Fund - Direct Plan - Growth,DSP Floater Fund -,Other
148769,DSP Floater Fund - Direct Plan - IDCW,DSP Floater Fund -,Other
148768,DSP Floater Fund - Regular Plan - Growth,DSP Floater Fund -,Other
148770,DSP Floater Fund - Regular Plan - IDCW,DSP Floater Fund -,Other
118508,Franklin India Floating Rate Fund - Direct - Growth,Franklin India Floating Rate,Other
118507,Franklin India Floating Rate Fund - Direct - IDCW ,Franklin India Floating Rate,Other
101048,Franklin India Floating Rate Fund - Growth Plan,Franklin India Floating Rate,Other
101044,Franklin India Floating Rate Fund - IDCW ,Franklin India Floating Rate,Other
106838,HDFC Floating Rate Debt Fund - Daily IDCW Option,HDFC Floating Rate Debt,Debt
118959,HDFC Floating Rate Debt Fund - Direct Plan - Daily IDCW,HDFC Floating Rate Debt,Debt
118961,HDFC Floating Rate Debt Fund - Direct Plan - Growth Option,HDFC Floating Rate Debt,Debt
118960,HDFC Floating Rate Debt Fund - Direct Plan - Monthly IDCW,HDFC Floating Rate Debt,Debt
118962,HDFC Floating Rate Debt Fund - Direct Plan - Weekly IDCW,HDFC Floating Rate Debt,Debt
130899,ICICI Prudential Floating Interest Fund - Bonus,ICICI Prudential Floating Interest,Other
101804,ICICI Prudential Floating Interest Fund - Daily IDCW,ICICI Prudential Floating Interest,Other
120423,ICICI Prudential Floating Interest Fund - Direct Plan - Daily IDCW,ICICI Prudential Floating Interest,Other
